eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,rf_severity,analysis_confidence,confidence_reason,stat_significant,p_value,significance_note,number_of_detected_causes,rca_pattern,supporting_evidence,next_investigation_steps,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIN10112_03-2-12-46,LCAIN10112-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.1147,0.7903,85.48652410477034,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,4,Coverage,UL Radio Failure: UL RBLER changed by 66.22 | UL Cell Edge Throughput: (HU)CEU Cell Uplink Average Throughput changed by 38.00 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 44.19 | UL CEU User Experience: (HU)CEU User Uplink Average Throughput changed by 43.97,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=0.55, baseline=0.33, change=66.22% | (HU)CEU Cell Uplink Average Throughput: recent=1.13, baseline=1.82, change=38.00% | L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.10, change=44.19% | (HU)CEU User Uplink Average Throughput: recent=0.97, baseline=1.72, change=43.97%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action. | Check UL power control and CEU parameters."
LCAIN10754,LCAIN10754-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.7707,12.0803,85.34225143415313,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,3,Coverage,UL Cell Edge Throughput: (HU)CEU Cell Uplink Average Throughput changed by 62.56 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 87.26 | UL CEU User Experience: (HU)CEU User Uplink Average Throughput changed by 88.87,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=0.81, baseline=2.16, change=62.56% | L.Traffic.ActiveUser.UL.Avg: recent=0.06, baseline=0.49, change=87.26% | (HU)CEU User Uplink Average Throughput: recent=0.16, baseline=1.43, change=88.87%",UL Cell Edge Throughput,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput degraded.,Check UL CEU scheduling and edge coverage.,Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action. | Check UL power control and CEU parameters.
LCAIN12005,LCAIN12005-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.0389,0.2626,85.18659558263519,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,3,Demand,UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 65.19 | UL User Throughput Degradation: (HU) User UL Average Throughput (Mbps) changed by 33.61 | UL Throughput Degradation: (HU) Cell UL Average Throughput (Mbps) changed by 24.73,"Validate user/traffic demand trend, seasonality, holidays/events, traffic migration to neighbors, and commercial/service changes before RF action.","L.Traffic.ActiveUser.UL.Avg: recent=0.01, baseline=0.04, change=65.19% | (HU) User UL Average Throughput (Mbps): recent=2.28, baseline=3.44, change=33.61% | (HU) Cell UL Average Throughput (Mbps): recent=1.42, baseline=1.89, change=24.73%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,"Validate traffic trend before applying RF action. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN13984,LCAIN13984-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.638,4.2516,84.99388465518864,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Coverage,UL Radio Failure: UL RBLER changed by 47.32 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 61.78 | UL Throughput Degradation: (HU) Cell UL Average Throughput (Mbps) changed by 51.19 | UL CEU User Experience: (HU)CEU User Uplink Average Throughput changed by 46.27 | UL User Throughput Degradation: (HU) User UL Average Throughput (Mbps) changed by 45.31,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=0.73, baseline=0.49, change=47.32% | L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.13, change=61.78% | (HU) Cell UL Average Throughput (Mbps): recent=3.51, baseline=7.19, change=51.19% | (HU)CEU User Uplink Average Throughput: recent=0.49, baseline=0.91, change=46.27% | (HU) User UL Average Throughput (Mbps): recent=5.32, baseline=9.72, change=45.31%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL power control and CEU parameters. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load."
LCAIN13991,LCAIN13991-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.0415,0.275,84.9090909090909,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Coverage,UL Cell Edge Throughput: (HU)CEU Cell Uplink Average Throughput changed by 77.09 | UL CEU User Experience: (HU)CEU User Uplink Average Throughput changed by 73.42 | UL Throughput Degradation: (HU) Cell UL Average Throughput (Mbps) changed by 70.04 | UL User Throughput Degradation: (HU) User UL Average Throughput (Mbps) changed by 65.01 | UL Distance Increase: TA Weighted Avg (meter) changed by 44.05,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=1.87, baseline=8.14, change=77.09% | (HU)CEU User Uplink Average Throughput: recent=1.60, baseline=6.02, change=73.42% | (HU) Cell UL Average Throughput (Mbps): recent=2.34, baseline=7.81, change=70.04% | (HU) User UL Average Throughput (Mbps): recent=2.97, baseline=8.49, change=65.01% | TA Weighted Avg (meter): recent=1009.17, baseline=700.57, change=44.05%",UL Cell Edge Throughput,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput degraded.,Check UL CEU scheduling and edge coverage.,"Check UL CEU scheduling and edge coverage. | Check UL power control and CEU parameters. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL coverage and path balance."
LCAIN12256,LCAIN12256-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.4411,2.5597,82.76751181779115,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Coverage,UL Radio Failure: UL RBLER changed by 65.35 | UL Coverage Extension: 6.6-14 km changed by 200.00 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 66.81 | UL Throughput Degradation: (HU) Cell UL Average Throughput (Mbps) changed by 54.10 | UL User Throughput Degradation: (HU) User UL Average Throughput (Mbps) changed by 45.36,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=0.21, baseline=0.13, change=65.35% | 6.6-14 km: recent=3.00, baseline=1.00, change=200.00% | L.Traffic.ActiveUser.UL.Avg: recent=0.07, baseline=0.21, change=66.81% | (HU) Cell UL Average Throughput (Mbps): recent=1.66, baseline=3.62, change=54.10% | (HU) User UL Average Throughput (Mbps): recent=2.19, baseline=4.01, change=45.36%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL coverage, UE power, and path balance. | Validate traffic trend before applying RF action. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load."
LCAIN10612,LCAIN10612-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.4008,2.2679,82.32726310683893,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,6,Coverage,UL Radio Failure: UL RBLER changed by 127.63 | UL Cell Edge Throughput: (HU)CEU Cell Uplink Average Throughput changed by 70.53 | UL CEU User Experience: (HU)CEU User Uplink Average Throughput changed by 78.44 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 63.00 | UL User Throughput Degradation: (HU) User UL Average Throughput (Mbps) changed by 48.68,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=0.87, baseline=0.38, change=127.63% | (HU)CEU Cell Uplink Average Throughput: recent=1.18, baseline=3.99, change=70.53% | (HU)CEU User Uplink Average Throughput: recent=1.18, baseline=5.47, change=78.44% | L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.14, change=63.00% | (HU) User UL Average Throughput (Mbps): recent=2.66, baseline=5.18, change=48.68%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL CEU scheduling and edge coverage. | Check UL power control and CEU parameters. | Validate traffic trend before applying RF action. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load."
LCAIN10112_03-2-12-46,LCAIN10112-7,7,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.5583,3.0631,81.77336685057621,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,4,Coverage,UL Radio Failure: UL RBLER changed by 95.78 | UL Cell Edge Throughput: (HU)CEU Cell Uplink Average Throughput changed by 45.22 | UL CEU User Experience: (HU)CEU User Uplink Average Throughput changed by 42.41 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 26.99,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","UL RBLER: recent=1.18, baseline=0.60, change=95.78% | (HU)CEU Cell Uplink Average Throughput: recent=1.03, baseline=1.88, change=45.22% | (HU)CEU User Uplink Average Throughput: recent=0.72, baseline=1.26, change=42.41% | L.Traffic.ActiveUser.UL.Avg: recent=0.19, baseline=0.26, change=26.99%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL CEU scheduling and edge coverage. | Check UL power control and CEU parameters. | Validate traffic trend before applying RF action."
LCAIN12262,LCAIN12262-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.0216,0.116,81.37931034482759,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Radio Quality,UL Radio Failure: UL RBLER changed by 25.57 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 78.66,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=0.64, baseline=0.51, change=25.57% | L.Traffic.ActiveUser.UL.Avg: recent=0.01, baseline=0.03, change=78.66%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action."
LCAIN10444,LCAIN10444-3,3,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.4156,2.2121,81.2124225848741,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,4,Radio Quality,UL Radio Failure: UL RBLER changed by 32.82 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 66.67 | UL Throughput Degradation: (HU) Cell UL Average Throughput (Mbps) changed by 41.39 | UL User Throughput Degradation: (HU) User UL Average Throughput (Mbps) changed by 22.05,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=0.23, baseline=0.18, change=32.82% | L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.14, change=66.67% | (HU) Cell UL Average Throughput (Mbps): recent=2.54, baseline=4.33, change=41.39% | (HU) User UL Average Throughput (Mbps): recent=5.06, baseline=6.50, change=22.05%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load."
LCAIN10496,LCAIN10496-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,6.0543,31.4172,80.72934570872007,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Unknown,UL Throughput Degradation: (HU) Cell UL Average Throughput (Mbps) changed by 72.78 | UL User Throughput Degradation: (HU) User UL Average Throughput (Mbps) changed by 71.90,"Review raw counters, alarms, recent parameter changes, neighbor cells, and OSS logs manually; current evidence is not strong enough for a pattern.","(HU) Cell UL Average Throughput (Mbps): recent=3.59, baseline=13.20, change=72.78% | (HU) User UL Average Throughput (Mbps): recent=4.37, baseline=15.53, change=71.90%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load."
LCAIN10124,LCAIN10124-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.5732,2.9659,80.67365723726357,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,4,Coverage,UL Cell Edge Throughput: (HU)CEU Cell Uplink Average Throughput changed by 46.09 | UL Traffic Demand Drop: L.Traffic.ActiveUser.UL.Avg changed by 69.18 | UL Throughput Degradation: (HU) Cell UL Average Throughput (Mbps) changed by 40.53 | UL CEU User Experience: (HU)CEU User Uplink Average Throughput changed by 20.66,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU)CEU Cell Uplink Average Throughput: recent=2.19, baseline=4.05, change=46.09% | L.Traffic.ActiveUser.UL.Avg: recent=0.07, baseline=0.22, change=69.18% | (HU) Cell UL Average Throughput (Mbps): recent=2.22, baseline=3.74, change=40.53% | (HU)CEU User Uplink Average Throughput: recent=2.52, baseline=3.17, change=20.66%",UL Cell Edge Throughput,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput degraded.,Check UL CEU scheduling and edge coverage.,"Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL power control and CEU parameters."
LCAIN12012,LCAIN12012-3,3,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.3629,1.8331,80.20293491898968,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,3,Radio Quality,UL Radio Failure: UL RBLER changed by 159.57 | UL User Throughput Degradation: (HU) User UL Average Throughput (Mbps) changed by 76.28 | UL Throughput Degradation: (HU) Cell UL Average Throughput (Mbps) changed by 69.11,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","UL RBLER: recent=1.00, baseline=0.38, change=159.57% | (HU) User UL Average Throughput (Mbps): recent=2.44, baseline=10.29, change=76.28% | (HU) Cell UL Average Throughput (Mbps): recent=1.98, baseline=6.42, change=69.11%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
